scenario_label,observed_action,desire_condition,effort_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
basketball,low_risk_share,high,low,2,They decide to leave the arena to find a different food option,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,high,low,3,They try to find someone to borrow money from to buy two hot dogs,1,0.0,0.0,0.0,3.7,0.45825756949558405,0.6166666666666667,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,low,high,0,Carissa buys and eats the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,low_risk_share,low,high,1,Josh buys and eats the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,low_risk_share,low,high,2,They decide not to buy a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,low,high,3,They buy a hot dog and take turns eating it whole,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,high,low,0,buy one hot dog and cut it in half to share,1,2.4,0.9165151389911679,0.39999999999999997,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,high,low,1,one person buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,no_share,high,low,2,look for an ATM or another vendor that accepts card payments,0,0.0,0.0,0.0,2.7,0.45825756949558405,0.45,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,high,low,3,ask someone if they can buy a hot dog for them or if they have change,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,low,high,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,low,high,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,low,high,2,They decide not to buy a hot dog and go back to their seats,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,low,high,3,They go to the sit-down restaurant to get a knife and split the hot dog,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,low,low,0,flip a coin to see who gets the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,low_risk_share,low,low,1,decide not to get a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,low,low,2,look for another food vendor that takes card payments,0,0.0,0.0,0.0,2.7,0.45825756949558405,0.45,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,low,low,3,alternate bites of the whole hot dog,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,high,high,0,Carissa buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,high,high,1,Josh buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,high,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,high,high,3,They go to the sit-down restaurant to get a knife to cut the hot dog in half,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,high,low,0,Carissa buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,high,low,1,Josh buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,high,low,2,They cut the hot dog in half using a plastic knife and each eat a half,1,2.4,0.9165151389911679,0.39999999999999997,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,high,low,3,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,2.7,0.45825756949558405,0.45,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,low,low,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,low,low,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,low,low,2,They cut the hot dog in half using a plastic knife and each eat a half,1,2.4,0.9165151389911679,0.39999999999999997,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,low,low,3,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,2.7,0.45825756949558405,0.45,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,low,low,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,no_share,low,low,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,no_share,low,low,2,They buy one hot dog and share it,1,2.4,0.9165151389911679,0.39999999999999997,1.45,0.15,0.24166666666666664,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,low,0,Lio and Mitchell share a slice of cake,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,low,1,Lio eats a slice of cake by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,low,low,2,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,low,low,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,low,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,high,1,Lio eats a small portion and Mitchell eats the rest of one slice,0,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,low,high,2,Mitchell eats his slice and Lio looks for an extra plate and eats a new slice,0,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,high,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,low,0,each take a whole slice and eat as much as they want,0,0.0,0.0,0.0,0.3,0.45825756949558394,0.049999999999999996,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,high,low,1,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,low,2,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,low,3,they don't eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,high,1,Lio eats a slice and Mitchell doesn't have any cake,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,high,2,Mitchell and Lio both get a new plate and fork from the kitchen and each eat a full slice,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,high,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,low,0,Lio and Mitchell share a slice of cake,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,low,1,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,low,2,Mitchell gives his leftover cake to Lio,0,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,low,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,high,0,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,high,1,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,high,2,They leave the slice untouched and don't eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,high,3,"They cut the slice into smaller portions and both take a few bites, but not necessarily equal halves",1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,high,high,0,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,high,1,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,high,2,They leave the cake uneaten and don't get extra plates or forks,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,high,3,They cut a slice into smaller pieces and take turns eating from the same plate,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,low,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,low,2,They leave the cake untouched and don't eat any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,low,3,Lio and Mitchell each get their own whole slice,0,0.0,0.0,0.0,0.3,0.45825756949558394,0.049999999999999996,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.15,0.22912878474779197,0.024999999999999998,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,low,2,They each take a separate slice and eat with their own forks,0,0.0,0.0,0.0,0.3,0.45825756949558394,0.049999999999999996,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,low,3,They ask for an extra fork so they can share the slice but eat from the same plate with their own utensils,1,3.3,0.9,0.5499999999999999,1.6,0.19999999999999998,0.26666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,high,0,Lio eats the whole slice by himself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,high,1,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,high,2,They leave the slice uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,low,high,3,One of them goes to the kitchen to get an extra fork and plate so they can each have their own slice,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,0,each take a full slice and eat it alone,0,0.0,0.0,0.0,0.3,0.45825756949558394,0.049999999999999996,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,1,take one slice and use an extra fork and plate to divide it in half,1,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,2,not eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,3,ask for a smaller slice to be cut from a leftover piece of cake,0,0.0,0.0,0.0,3.25,0.4031128874149275,0.5416666666666666,4.2,1.469693845669907,0.7,10,10,10,0,0,0
birthday,high_risk_share,high,high,0,Lio eats the whole slice by himself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,high,1,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,high,2,They cut the slice in half and each eat their half with their fingers,0,6.0,0.0,1.0,2.7,0.33166247903554,0.45,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,high,3,One of them goes to the kitchen to get another fork and plate so they can each have a slice,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,high,4,They decide not to eat the cake at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,low,0,Allison and Dana share the pancakes,1,4.0,0.0,0.6666666666666666,1.1,0.19999999999999998,0.18333333333333335,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,low,low,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,low,2,Allison orders a different dessert for herself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,low,3,They ask the waiter for a smaller dessert option to share,1,2.3,0.6,0.3833333333333333,1.9,0.19999999999999998,0.31666666666666665,3.1,0.3,0.5166666666666666,10,10,10,0,0,0
brunch,no_share,low,high,0,Allison and Dana share the stack of pancakes,1,4.0,0.0,0.6666666666666666,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,low,high,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,high,2,Allison orders a different dessert for herself,0,0.0,0.0,0.0,0.7,0.24494897427831783,0.11666666666666665,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,high,3,They ask the server to bring extra utensils to the table so they can share the pancakes more easily,1,2.25,0.51234753829798,0.375,1.95,0.26925824035672524,0.32499999999999996,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,high,0,Allison orders the pancakes for herself,0,0.0,0.0,0.0,1.5,0.0,0.25,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,no_share,high,high,1,They order the pancakes to share,1,4.0,0.0,0.6666666666666666,2.37,0.2051828452868319,0.395,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,high,2,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,low,high,0,Allison eats the pancakes by herself,0,0.0,0.0,0.0,1.3,0.24494897427831783,0.21666666666666667,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,high_risk_share,low,high,1,Dana eats the pancakes by herself,0,0.0,0.0,0.0,1.3,0.24494897427831783,0.21666666666666667,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,high_risk_share,low,high,2,They do not order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,low,high,3,They order the pancakes and get extra utensils from the station,1,0.8,0.6,0.13333333333333333,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,low,high,0,Allison lets Dana eat the pancakes alone,0,0.0,0.0,0.0,0.1,0.20000000000000004,0.016666666666666666,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,low_risk_share,low,high,1,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,low,high,2,They order the pancakes and eat directly from the stack,1,4.15,0.32015621187164245,0.6916666666666667,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,low,high,3,Dana eats the pancakes while Allison just watches or chats,0,0.0,0.0,0.0,0.3,0.24494897427831783,0.049999999999999996,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,high_risk_share,low,low,0,Allison eats the pancakes by herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,high_risk_share,low,low,1,Dana eats the pancakes by herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,high_risk_share,low,low,2,They order the pancakes and use the extra utensils to serve individual portions,1,0.85,0.5937171043518958,0.14166666666666666,3.15,0.22912878474779202,0.5249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,low,low,3,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,0,eat the pancakes directly from the serving plate,1,4.15,0.32015621187164245,0.6916666666666667,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,1,only one person orders and eats the pancakes,0,0.0,0.0,0.0,1.3,0.24494897427831783,0.21666666666666667,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,low_risk_share,high,high,2,decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,3,take turns eating the pancakes,1,4.1,0.3,0.6833333333333332,1.05,0.15,0.175,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,low,low,0,Allison eats the pancakes by herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,low_risk_share,low,low,1,Dana eats the pancakes by herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,low_risk_share,low,low,2,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,low,low,3,They order the pancakes and take turns eating from the same plate,1,4.15,0.32015621187164245,0.6916666666666667,2.5,0.0,0.41666666666666663,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,0,order separate desserts,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,1,use extra utensils from the box to eat the pancakes,1,1.15,0.7088723439378913,0.19166666666666665,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,2,decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,3,order the pancakes and ask for extra plates to divide them,1,1.15,0.7088723439378913,0.19166666666666665,3.5799999999999996,0.16613247725836147,0.5966666666666666,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,0,take turns eating pancakes from a shared plate,1,4.15,0.32015621187164245,0.6916666666666667,2.05,0.15,0.3416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,1,one person orders and eats the pancakes alone,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,low_risk_share,high,low,2,decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,3,order the pancakes and eat directly from the serving dish,1,4.15,0.32015621187164245,0.6916666666666667,1.44,0.12000000000000002,0.24,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,low,0,Allison orders the pancakes for herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,1.55,0.8500000000000001,0.2583333333333333,10,10,10,0,0,0
brunch,no_share,high,low,1,They order the pancakes to share,1,4.0,0.0,0.6666666666666666,2.1,0.19999999999999998,0.35,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,low,2,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,high,low,3,Allison and Dana take turns ordering their own separate stacks of pancakes,0,0.0,0.0,0.0,4.15,0.32015621187164245,0.6916666666666667,5.1,1.374772708486752,0.8499999999999999,10,10,10,0,0,0
brunch,high_risk_share,high,high,0,order separate stacks of pancakes,0,0.0,0.0,0.0,4.3,0.4,0.7166666666666666,5.1,1.374772708486752,0.8499999999999999,10,10,10,0,0,0
brunch,high_risk_share,high,high,1,walk to the utensils station to get extra utensils to use with the shared pancakes,1,0.95,0.687386354243376,0.15833333333333333,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,high,2,decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,high,high,3,have one person eat the entire stack of pancakes,0,0.0,0.0,0.0,1.3,0.24494897427831783,0.21666666666666667,1.7,0.9539392014169455,0.2833333333333333,10,10,10,0,0,0
takeout,no_share,high,low,0,Emily and Elizabeth pour the honey mustard sauce into extra containers to divide it between them,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,low,1,Elizabeth dips from the honey mustard sauce container and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,no_share,high,low,2,"They decide to use the ketchup packets together, abandoning the honey mustard sauce",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,no_share,high,low,3,They call the restaurant to ask for an additional honey mustard sauce container,0,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,low,low,0,use ketchup packets as the only dipping sauce,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,low_risk_share,low,low,1,take turns dipping into the single container of honey mustard,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,low,low,2,let Emily have the honey mustard and Elizabeth use ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,low_risk_share,low,low,3,let Elizabeth have the honey mustard and Emily use ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,no_share,low,high,0,Emily and Elizabeth share the honey mustard sauce by taking turns dipping,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,low,high,1,Elizabeth uses the honey mustard sauce and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
